"source","citation","response","site","exp","latitude","longitude","elevation","gs_mat","gs_map","gs_par","gs_ai","ecosystem_type","experiment_type","species","family","growth_form","growth_duration","photo_path","n_fixer","myc_assoc","myc_nas","treatment","npk","fert","n_c","n_t","n_units","p_c","p_t","p_units","duration","aggregation","x_c","x_t","sd_c","sd_t","rep_c","rep_t","background_n_mgkg","myvar","logr","logr_var","logr_se","manip_type"
"eap","yu2022","leaf_wue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","hancea_hookeriana","euphorbiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",35.842,96.429,16.372,69.767,9,9,56.5,"leaf_wue",0.989686596130588,0.0813457583494786,0.0950705926897824,"p"
"eap","yu2022","leaf_wue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",45.921,38.658,15.773,10.28,9,9,56.5,"leaf_wue",-0.172168789393119,0.0209659630749774,0.0482654270961655,"p"
"eap","yu2022","leaf_wue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",25.98,104.534,6.155,67.624,9,9,56.5,"leaf_wue",1.39218536609637,0.0527354676913289,0.0765473475056299,"p"
"eap","yu2022","leaf_wue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",59.247,35.778,20.173,10.601,9,9,56.5,"leaf_wue",-0.504381966452935,0.0226362943187702,0.0501512094888716,"p"
"eap","yu2022","leaf_wue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",59.101,47.893,8.576,3.952,9,9,56.5,"leaf_wue",-0.21027848879203,0.00309614397851308,0.0185476682527094,"p"
"eap","yu2022","leaf_wue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",44.522,44.101,17.348,7.619,9,9,56.5,"leaf_wue",-0.00950099109546618,0.0201860065447979,0.0473591555677322,"p"
"eap","yu2022","leaf_wue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",40.183,18.529,27.557,10.025,9,9,56.5,"leaf_wue",-0.774106948311238,0.0847814317409361,0.0970575039980229,"p"
"eap","yu2022","leaf_wue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",87.847,37.153,16.204,9.156,9,9,56.5,"leaf_wue",-0.860552143327622,0.0105285864513995,0.0342029668164093,"p"
"eap","yu2022","leaf_pnue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","hancea_hookeriana","euphorbiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.922,0.414,0.074,0.109,9,9,56.5,"leaf_pnue",-0.80067924973128,0.00841785781023491,0.0305829615058867,"p"
"eap","yu2022","leaf_pnue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.86,1.014,0.166,0.108,9,9,56.5,"leaf_pnue",0.164725794903575,0.00540023532181579,0.024495431142734,"p"
"eap","yu2022","leaf_pnue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.399,0.623,0.026,0.133,9,9,56.5,"leaf_pnue",0.44558510189759,0.00553569534872019,0.0248007512178343,"p"
"eap","yu2022","leaf_pnue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",1.155,0.891,0.096,0.082,9,9,56.5,"leaf_pnue",-0.259511195485085,0.00170868883485942,0.0137787631877604,"p"
"eap","yu2022","leaf_pnue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",1.618,1.452,0.374,0.121,9,9,56.5,"leaf_pnue",-0.108248902233696,0.00670828521538346,0.0273013740301014,"p"
"eap","yu2022","leaf_pnue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.945,0.759,0.175,0.354,9,9,56.5,"leaf_pnue",-0.219183150098113,0.0279806069319208,0.0557580157983494,"p"
"eap","yu2022","leaf_pnue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.808,0.866,0.192,0.065,9,9,56.5,"leaf_pnue",0.0693228500413396,0.0068998573652723,0.027688460021525,"p"
"eap","yu2022","leaf_pnue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.406,0.446,0.155,0.021,9,9,56.5,"leaf_pnue",0.0939657924183313,0.0164408827136947,0.0427406685250252,"p"
"eap","yu2022","leaf_ppue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","hancea_hookeriana","euphorbiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",49.866,16.25,15.26,3.308,9,9,56.5,"leaf_ppue",-1.1212464990232,0.0150098615671408,0.0408382467345131,"p"
"eap","yu2022","leaf_ppue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",63.842,45.113,13.084,5.295,9,9,56.5,"leaf_ppue",-0.347240827661543,0.00619755444291244,0.0262415159684726,"p"
"eap","yu2022","leaf_ppue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",21.192,18.796,1.986,3.472,9,9,56.5,"leaf_ppue",-0.119979670729199,0.00476710700009523,0.0230147464805967,"p"
"eap","yu2022","leaf_ppue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",76.615,47.686,6.617,7.293,9,9,56.5,"leaf_ppue",-0.474155026263924,0.00342769597169236,0.0195155094211198,"p"
"eap","yu2022","leaf_ppue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",61.367,40.129,7.622,9.195,9,9,56.5,"leaf_ppue",-0.424772966431562,0.00754776088671834,0.0289592834601317,"p"
"eap","yu2022","leaf_ppue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",48.978,34.62,17.491,14.721,9,9,56.5,"leaf_ppue",-0.346939667949211,0.0342603936434006,0.0616985445924155,"p"
"eap","yu2022","leaf_ppue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",38.683,26.019,5.199,9.552,9,9,56.5,"leaf_ppue",-0.39657318666934,0.0169819776694736,0.0434383057648348,"p"
"eap","yu2022","leaf_ppue","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",21.786,18.682,7.53,1.548,9,9,56.5,"leaf_ppue",-0.153707068209597,0.0140365873897734,0.0394920349068763,"p"
"eap","yu2022","leaf_structural_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.351,0.366,0.03,0.002,9,9,56.5,"leaf_structural_p",0.0418471099355005,0.000814999562387721,0.0095160657275982,"p"
"eap","yu2022","leaf_structural_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.387,0.453,0.044,0.105,9,9,56.5,"leaf_structural_p",0.157467432453252,0.00740580970827538,0.028685671429547,"p"
"eap","yu2022","leaf_structural_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.496,0.537,0.045,0.039,9,9,56.5,"leaf_structural_p",0.0794221677839373,0.00150062933481638,0.012912652429202,"p"
"eap","yu2022","leaf_structural_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.358,0.344,0.021,0.026,9,9,56.5,"leaf_structural_p",-0.039891329027302,0.00101705012942553,0.0106304077972658,"p"
"eap","yu2022","leaf_structural_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.445,0.489,0.086,0.091,9,9,56.5,"leaf_structural_p",0.0942882073086317,0.00799775803417697,0.0298100617506106,"p"
"eap","yu2022","leaf_structural_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.338,0.394,0.091,0.089,9,9,56.5,"leaf_structural_p",0.153305013814915,0.0137234158238406,0.0390489946148007,"p"
"eap","yu2022","leaf_structural_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.484,0.508,0.007,0.083,9,9,56.5,"leaf_structural_p",0.0483965408618502,0.00298934458450693,0.0182249663450594,"p"
"eap","yu2022","leaf_metabolic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","hancea_hookeriana","euphorbiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.164,0.207,0.026,0.052,9,9,56.5,"leaf_metabolic_p",0.23285236544117,0.00980435247158149,0.0330056434090049,"p"
"eap","yu2022","leaf_metabolic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.203,0.245,0.044,0.032,9,9,56.5,"leaf_metabolic_p",0.18805223150294,0.007115509683534,0.0281178268552058,"p"
"eap","yu2022","leaf_metabolic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.134,0.16,0.045,0.045,9,9,56.5,"leaf_metabolic_p",0.177334015282915,0.0213196929299398,0.0486708821575418,"p"
"eap","yu2022","leaf_metabolic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.183,0.195,0.046,0.014,9,9,56.5,"leaf_metabolic_p",0.0635134057223259,0.00759327000108703,0.0290464570436301,"p"
"eap","yu2022","leaf_metabolic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.29,0.319,0.057,0.005,9,9,56.5,"leaf_metabolic_p",0.0953101798043249,0.00431980599421957,0.0219084103440248,"p"
"eap","yu2022","leaf_metabolic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.188,0.177,0.043,0.005,9,9,56.5,"leaf_metabolic_p",-0.0602922302561201,0.00590137537265302,0.0256068032901263,"p"
"eap","yu2022","leaf_metabolic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.181,0.227,0.025,0.063,9,9,56.5,"leaf_metabolic_p",0.226452986215577,0.0106780166478904,0.0344448297166649,"p"
"eap","yu2022","leaf_metabolic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.112,0.121,0.024,0.023,9,9,56.5,"leaf_metabolic_p",0.0772916743016465,0.00911664212619456,0.0318270362466228,"p"
"eap","yu2022","leaf_nucleic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.328,0.28,0.031,0.031,9,9,56.5,"leaf_nucleic_p",-0.158224005214894,0.0023544675653327,0.0161742853708963,"p"
"eap","yu2022","leaf_nucleic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.347,0.293,0.008,0.046,9,9,56.5,"leaf_nucleic_p",-0.169152170929792,0.0027977166743774,0.0176311488072716,"p"
"eap","yu2022","leaf_nucleic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.22,0.188,0.01,0.022,9,9,56.5,"leaf_nucleic_p",-0.157185583522412,0.00175112165317524,0.0139488018329542,"p"
"eap","yu2022","leaf_nucleic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.25,0.259,0.02,0.012,9,9,56.5,"leaf_nucleic_p",0.0353671438372913,0.000949628724146099,0.0102720155122011,"p"
"eap","yu2022","leaf_nucleic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.27,0.27,0.047,0.068,9,9,56.5,"leaf_nucleic_p",0,0.0104145709495504,0.0340172684081195,"p"
"eap","yu2022","leaf_nucleic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.381,0.334,0.063,0.066,9,9,56.5,"leaf_nucleic_p",-0.13165838215,0.0073766342089678,0.0286291114640089,"p"
"eap","yu2022","leaf_nucleic_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.277,0.276,0.015,0.076,9,9,56.5,"leaf_nucleic_p",-0.00361664047018855,0.00875075611983649,0.03118182540419,"p"
"eap","yu2022","leaf_residual_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","hancea_hookeriana","euphorbiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.11,0.105,0.016,0.012,9,9,56.5,"leaf_residual_p",-0.0465200156348929,0.00380202769813159,0.0205535282132928,"p"
"eap","yu2022","leaf_residual_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.138,0.091,0.009,0.024,9,9,56.5,"leaf_residual_p",-0.416394178640355,0.00820112499312317,0.0301866876345686,"p"
"eap","yu2022","leaf_residual_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.104,0.074,0.006,0.015,9,9,56.5,"leaf_residual_p",-0.340325805937203,0.00493519867220491,0.0234169897301674,"p"
"eap","yu2022","leaf_residual_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.098,0.079,0.023,0.014,9,9,56.5,"leaf_residual_p",-0.21551962620355,0.00960960440908943,0.03267619658455,"p"
"eap","yu2022","leaf_residual_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.093,0.068,0.009,0.024,9,9,56.5,"leaf_residual_p",-0.313091787977149,0.0148814131761537,0.0406631326007474,"p"
"eap","yu2022","leaf_residual_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.095,0.062,0.006,0.004,9,9,56.5,"leaf_residual_p",-0.426742506555449,0.000905694508099667,0.010031586271482,"p"
"eap","yu2022","leaf_residual_p","primary","primary_fnp",18.73,108.895,901,20.58333333,126.5,831.7766204,1.022591667,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.133,0.096,0.017,0.004,9,9,56.5,"leaf_residual_p",-0.326000936753918,0.00200821646499987,0.0149377094220554,"p"
"eap","yu2022","asat","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.944,1.462,0.163,0.379,9,9,0,"asat",0.437434474164223,0.0107796646399658,0.0346083879363335,"p"
"eap","yu2022","asat","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",2.604,3.574,0.249,1.047,9,9,0,"asat",0.316636692390913,0.010551416812978,0.0342400298756651,"p"
"eap","yu2022","asat","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",1.368,1.573,0.32,0.051,9,9,0,"asat",0.139634804875782,0.00619654277719421,0.0262393740973671,"p"
"eap","yu2022","asat","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",1.655,1.539,0.294,0.54,9,9,0,"asat",-0.0726681539722841,0.0171857799175066,0.0436981819066329,"p"
"eap","yu2022","asat","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",2.128,3.335,0.099,0.467,9,9,0,"asat",0.449290107888189,0.00241919388381681,0.0163951005005791,"p"
"eap","yu2022","asat","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",1.85,2.692,1.065,0.2,9,9,0,"asat",0.375098772692248,0.0374357902743284,0.0644944358274662,"p"
"eap","yu2022","asat","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.469,1.353,0.077,0.21,9,9,0,"asat",1.05947685972451,0.00567168022804024,0.0251035195142926,"p"
"eap","yu2022","asat","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",1.002,0.8,0.083,0.149,9,9,0,"asat",-0.225141553976883,0.00461673210534464,0.0226488461941703,"p"
"eap","yu2022","leaf_wue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",75.533,65.497,21.008,2.369,9,9,0,"leaf_wue",-0.142565306787826,0.00874050955089951,0.0311635641074272,"p"
"eap","yu2022","leaf_wue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",70.604,56.991,17.075,15.176,9,9,0,"leaf_wue",-0.214193439487011,0.0143773982714399,0.0399685963829937,"p"
"eap","yu2022","leaf_wue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",115.284,144.076,54.404,48.294,9,9,0,"leaf_wue",0.22294228891247,0.0372288321426299,0.0643159148635597,"p"
"eap","yu2022","leaf_wue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",120.043,76.185,11.125,29.282,9,9,0,"leaf_wue",-0.454685419008005,0.0173685089231792,0.043929879635593,"p"
"eap","yu2022","leaf_wue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",84.329,59.329,14.981,33.86,9,9,0,"leaf_wue",-0.35162759009101,0.039697321529232,0.0664139556362065,"p"
"eap","yu2022","leaf_wue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",20.803,75.365,11.833,23.422,9,9,0,"leaf_wue",1.28724576918625,0.0466813394521145,0.0720195493923656,"p"
